Id;CPU;Memory;Availability
1;500;500;0.8
2;500;500;0.8
3;500;500;0.8
4;500;500;0.8
5;500;500;0.8
6;500;500;0.8
7;500;500;0.8
8;500;500;0.8
9;500;500;0.8
10;500;500;0.8
11;500;500;0.8
12;500;500;0.8
13;500;500;0.8
14;500;500;0.8
15;500;500;0.8
16;500;500;0.8
17;500;500;0.8
18;500;500;0.8
19;500;500;0.8
20;500;500;0.8
21;500;500;0.8
22;500;500;0.8
23;500;500;0.8
24;500;500;0.8
25;500;500;0.8
26;500;500;0.8
27;500;500;0.8
28;500;500;0.8
29;500;500;0.8
30;500;500;0.8
31;500;500;0.8
32;500;500;0.8
33;500;500;0.8
34;500;500;0.8
35;500;500;0.8
36;500;500;0.8
37;500;500;0.8
38;500;500;0.8
39;500;500;0.8
40;500;500;0.8
41;500;500;0.8
42;500;500;0.8
43;500;500;0.8
44;500;500;0.8
45;500;500;0.8
46;500;500;0.8
47;500;500;0.8
48;500;500;0.8
49;500;500;0.8
50;500;500;0.8
51;500;500;0.8
52;500;500;0.8
53;500;500;0.8
54;500;500;0.8
55;500;500;0.8
56;500;500;0.8
57;500;500;0.8
58;500;500;0.8
59;500;500;0.8
60;500;500;0.8
61;500;500;0.8
62;500;500;0.8
63;500;500;0.8
64;500;500;0.8
65;500;500;0.8
66;500;500;0.8
67;500;500;0.8
68;500;500;0.8
69;500;500;0.8
70;500;500;0.8
71;500;500;0.8
72;500;500;0.8
73;500;500;0.8
74;500;500;0.8
75;500;500;0.8
76;500;500;0.8
77;500;500;0.8
78;500;500;0.8
79;500;500;0.8
80;500;500;0.8
81;500;500;0.8
82;500;500;0.8
83;500;500;0.8
84;500;500;0.8
85;500;500;0.8
86;500;500;0.8
87;500;500;0.8
88;500;500;0.8
89;500;500;0.8
90;500;500;0.8
91;500;500;0.8
92;500;500;0.8
93;500;500;0.8
94;500;500;0.8
95;500;500;0.8
96;500;500;0.8
97;500;500;0.8
98;500;500;0.8
99;500;500;0.8
100;500;500;0.8
