Id;CPU;Memory;Availability
1;30;30;0.3
2;29.685854;29.685854;0.30157074
3;29.371784;29.371784;0.3031411
4;29.05787;29.05787;0.30471066
5;28.74419;28.74419;0.30627906
6;28.430819;28.430819;0.30784592
7;28.117834;28.117834;0.30941084
8;27.805313;27.805313;0.31097344
9;27.493336;27.493336;0.31253335
10;27.181976;27.181976;0.31409013
11;26.871311;26.871311;0.31564346
12;26.561419;26.561419;0.3171929
13;26.252373;26.252373;0.31873813
14;25.944254;25.944254;0.32027873
15;25.637135;25.637135;0.32181433
16;25.331093;25.331093;0.32334456
17;25.026203;25.026203;0.324869
18;24.722538;24.722538;0.32638732
19;24.420177;24.420177;0.32789913
20;24.119194;24.119194;0.32940406
21;23.81966;23.81966;0.3309017
22;23.521652;23.521652;0.33239174
23;23.22524;23.22524;0.3338738
24;22.930504;22.930504;0.3353475
25;22.637508;22.637508;0.33681247
26;22.346333;22.346333;0.33826834
27;22.057041;22.057041;0.3397148
28;21.769712;21.769712;0.34115145
29;21.484413;21.484413;0.34257793
30;21.201218;21.201218;0.34399393
31;20.920189;20.920189;0.34539905
32;20.641403;20.641403;0.346793
33;20.364925;20.364925;0.34817538
34;20.090828;20.090828;0.34954587
35;19.819172;19.819172;0.35090417
36;19.55003;19.55003;0.35224986
37;19.283464;19.283464;0.35358268
38;19.019545;19.019545;0.3549023
39;18.758333;18.758333;0.35620835
40;18.499895;18.499895;0.35750052
41;18.244295;18.244295;0.35877854
42;17.991596;17.991596;0.36004204
43;17.74186;17.74186;0.36129072
44;17.495148;17.495148;0.36252427
45;17.25152;17.25152;0.3637424
46;17.01104;17.01104;0.36494482
47;16.773762;16.773762;0.3661312
48;16.53975;16.53975;0.36730126
49;16.309057;16.309057;0.36845472
50;16.081745;16.081745;0.3695913
51;15.857864;15.857864;0.3707107
52;15.637474;15.637474;0.37181264
53;15.420628;15.420628;0.37289688
54;15.207377;15.207377;0.37396312
55;14.997779;14.997779;0.37501112
56;14.791881;14.791881;0.3760406
57;14.589735;14.589735;0.37705135
58;14.391392;14.391392;0.37804306
59;14.1969;14.1969;0.3790155
60;14.006308;14.006308;0.37996846
61;13.81966;13.81966;0.38090172
62;13.637005;13.637005;0.381815
63;13.458389;13.458389;0.38270807
64;13.283852;13.283852;0.38358074
65;13.113441;13.113441;0.3844328
66;12.947197;12.947197;0.38526404
67;12.78516;12.78516;0.38607422
68;12.627369;12.627369;0.38686317
69;12.473867;12.473867;0.38763067
70;12.324688;12.324688;0.3883766
71;12.179869;12.179869;0.38910067
72;12.039448;12.039448;0.38980278
73;11.90346;11.90346;0.39048272
74;11.7719345;11.7719345;0.39114034
75;11.644907;11.644907;0.3917755
76;11.522409;11.522409;0.39238796
77;11.40447;11.40447;0.39297765
78;11.291119;11.291119;0.39354444
79;11.1823845;11.1823845;0.3940881
80;11.078293;11.078293;0.39460856
81;10.9788685;10.9788685;0.39510566
82;10.88414;10.88414;0.3955793
83;10.7941265;10.7941265;0.39602938
84;10.708851;10.708851;0.39645576
85;10.628336;10.628336;0.39685833
86;10.552601;10.552601;0.397237
87;10.481665;10.481665;0.39759168
88;10.415543;10.415543;0.3979223
89;10.354256;10.354256;0.39822873
90;10.297813;10.297813;0.39851093
91;10.246233;10.246233;0.39876884
92;10.199526;10.199526;0.39900237
93;10.157705;10.157705;0.3992115
94;10.120781;10.120781;0.39939612
95;10.08876;10.08876;0.39955622
96;10.061653;10.061653;0.39969176
97;10.039465;10.039465;0.39980268
98;10.022203;10.022203;0.399889
99;10.009869;10.009869;0.39995068
100;10.002468;10.002468;0.39998767
101;10;10;0.4
102;10.002468;10.002468;0.39998767
103;10.009869;10.009869;0.39995068
104;10.022203;10.022203;0.399889
105;10.039465;10.039465;0.39980268
106;10.061653;10.061653;0.39969176
107;10.08876;10.08876;0.39955622
108;10.120781;10.120781;0.39939612
109;10.157705;10.157705;0.3992115
110;10.199526;10.199526;0.39900237
111;10.246233;10.246233;0.39876884
112;10.297813;10.297813;0.39851093
113;10.354256;10.354256;0.39822873
114;10.415543;10.415543;0.3979223
115;10.481665;10.481665;0.39759168
116;10.552601;10.552601;0.397237
117;10.628336;10.628336;0.39685833
118;10.708851;10.708851;0.39645576
119;10.7941265;10.7941265;0.39602938
120;10.88414;10.88414;0.3955793
121;10.9788685;10.9788685;0.39510566
122;11.078293;11.078293;0.39460856
123;11.1823845;11.1823845;0.3940881
124;11.291119;11.291119;0.39354444
125;11.40447;11.40447;0.39297765
126;11.522409;11.522409;0.39238796
127;11.644907;11.644907;0.3917755
128;11.7719345;11.7719345;0.39114034
129;11.90346;11.90346;0.39048272
130;12.039448;12.039448;0.38980278
